Port Name,State,Port Code,Border,Date,Measure,Value,Location
Warroad,Minnesota,3423,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Full,175,POINT (-95.3261 48.89625)
Antler,North Dakota,3413,US-Canada Border,01/01/2019 12:00:00 AM,Trucks,71,POINT (-101.28194 48.97083)
Sarles,North Dakota,3409,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,338,POINT (-98.99457 48.941050000000004)
Portal,North Dakota,3403,US-Canada Border,01/01/2019 12:00:00 AM,Pedestrians,93,POINT (-102.54917 48.99583)
Oroville,Washington,3019,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Full,1732,POINT (-119.43444 48.93917)
Norton,Vermont,211,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Empty,348,POINT (-71.79528000000002 45.01)
Pembina,North Dakota,3401,US-Canada Border,01/01/2019 12:00:00 AM,Buses,50,POINT (-97.24333 48.96639)
Brownsville,Texas,2301,US-Mexico Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,844406,POINT (-97.49722 25.90139)
Bridgewater,Maine,127,US-Canada Border,01/01/2019 12:00:00 AM,Trucks,376,POINT (-67.84262 46.41923)
Sweetgrass,Montana,3310,US-Canada Border,01/01/2019 12:00:00 AM,Trains,32,POINT (-111.95972 48.99611000000001)
Oroville,Washington,3019,US-Canada Border,01/01/2019 12:00:00 AM,Bus Passengers,352,POINT (-119.43444 48.93917)
Otay Mesa,California,2506,US-Mexico Border,01/01/2019 12:00:00 AM,Train Passengers,34,POINT (-117.05333 32.57333)
Naco,Arizona,2603,US-Mexico Border,01/01/2019 12:00:00 AM,Personal Vehicles,26258,POINT (-109.9475 31.335280000000004)
Opheim,Montana,3317,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Full,138,POINT (-106.40265 48.85574)
Calais,Maine,115,US-Canada Border,01/01/2019 12:00:00 AM,Rail Containers Full,40,POINT (-67.27917 45.18889)
Norton,Vermont,211,US-Canada Border,01/01/2019 12:00:00 AM,Rail Containers Empty,235,POINT (-71.79528000000002 45.01)
Limestone,Maine,118,US-Canada Border,01/01/2019 12:00:00 AM,Trucks,15,POINT (-67.82708 46.90941)
Frontier,Washington,3020,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicles,3806,POINT (-117.78134000000001 48.910160000000005)
Anacortes,Washington,3010,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,1156,POINT (-122.61738999999999 48.49988)
Alexandria Bay,New York,708,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Empty,1529,POINT (-75.91806 44.33583)
Scobey,Montana,3309,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Full,2,POINT (-105.44272 48.80707)
Wildhorse,Montana,3323,US-Canada Border,01/01/2019 12:00:00 AM,Trucks,244,POINT (-109.67761 48.54863)
Calexico,California,2503,US-Mexico Border,01/01/2019 12:00:00 AM,Personal Vehicles,406571,POINT (-115.49806000000001 32.67889)
Madawaska,Maine,109,US-Canada Border,01/01/2019 12:00:00 AM,Buses,1,POINT (-68.3271 47.35446)
Sasabe,Arizona,2606,US-Mexico Border,01/01/2019 12:00:00 AM,Pedestrians,45,POINT (-111.54139 31.48861)
Pinecreek,Minnesota,3425,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Empty,4,POINT (-95.81074 48.77518)
International Falls-Ranier,Minnesota,3604,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Full,884,POINT (-93.41083 48.60111)
Turner,Montana,3306,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,1293,POINT (-108.40599 48.84361)
Norton,Vermont,211,US-Canada Border,01/01/2019 12:00:00 AM,Rail Containers Full,891,POINT (-71.79528000000002 45.01)
Lukeville,Arizona,2602,US-Mexico Border,01/01/2019 12:00:00 AM,Personal Vehicles,26113,POINT (-112.81500000000001 31.8825)
Douglas,Arizona,2601,US-Mexico Border,01/01/2019 12:00:00 AM,Trucks,2346,POINT (-109.54472 31.344439999999995)
Vanceboro,Maine,105,US-Canada Border,01/01/2019 12:00:00 AM,Rail Containers Empty,1092,POINT (-67.42955 45.55984)
Champlain-Rouses Point,New York,712,US-Canada Border,01/01/2019 12:00:00 AM,Bus Passengers,18172,POINT (-73.44694 44.98639)
International Falls-Ranier,Minnesota,3604,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Empty,544,POINT (-93.41083 48.60111)
San Ysidro,California,2504,US-Mexico Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,1985438,POINT (-117.02666999999998 32.54306)
Roosville,Montana,3318,US-Canada Border,01/01/2019 12:00:00 AM,Pedestrians,4,POINT (-115.04512000000001 48.88171)
Brownsville,Texas,2301,US-Mexico Border,01/01/2019 12:00:00 AM,Trains,85,POINT (-97.49722 25.90139)
Warroad,Minnesota,3423,US-Canada Border,01/01/2019 12:00:00 AM,Trucks,534,POINT (-95.3261 48.89625)
Madawaska,Maine,109,US-Canada Border,01/01/2019 12:00:00 AM,Bus Passengers,7,POINT (-68.3271 47.35446)
Norton,Vermont,211,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicles,1245,POINT (-71.79528000000002 45.01)
Lancaster,Minnesota,3430,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Full,90,POINT (-96.82024 48.84911000000001)
Port Huron,Michigan,3802,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,168367,POINT (-82.47889 42.97583)
Otay Mesa,California,2506,US-Mexico Border,01/01/2019 12:00:00 AM,Truck Containers Empty,22799,POINT (-117.05333 32.57333)
Champlain-Rouses Point,New York,712,US-Canada Border,01/01/2019 12:00:00 AM,Buses,426,POINT (-73.44694 44.98639)
Walhalla,North Dakota,3407,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Full,176,POINT (-97.91778 48.92333)
Hannah,North Dakota,3408,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicles,54,POINT (-98.701 48.97029)
Brownsville,Texas,2301,US-Mexico Border,01/01/2019 12:00:00 AM,Pedestrians,233073,POINT (-97.49722 25.90139)
Raymond,Montana,3301,US-Canada Border,01/01/2019 12:00:00 AM,Trucks,1690,POINT (-104.575 48.99667)
Opheim,Montana,3317,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,379,POINT (-106.40265 48.85574)
Fort Kent,Maine,110,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicles,7218,POINT (-68.58458 47.26878)
Port Huron,Michigan,3802,US-Canada Border,01/01/2019 12:00:00 AM,Train Passengers,600,POINT (-82.47889 42.97583)
Laurier,Washington,3016,US-Canada Border,01/01/2019 12:00:00 AM,Bus Passengers,69,POINT (-118.22302 48.99892)
Progreso,Texas,2309,US-Mexico Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,246217,POINT (-97.94889 26.061670000000003)
Buffalo-Niagara Falls,New York,901,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Full,58535,POINT (-79.05694 43.09444)
Del Rio,Texas,2302,US-Mexico Border,01/01/2019 12:00:00 AM,Trucks,6626,POINT (-100.89639 29.3625)
Santa Teresa,New Mexico,2408,US-Mexico Border,01/01/2019 12:00:00 AM,Truck Containers Empty,1439,POINT (-106.67903 31.850000000000005)
Laurier,Washington,3016,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,4460,POINT (-118.22302 48.99892)
Roosville,Montana,3318,US-Canada Border,01/01/2019 12:00:00 AM,Buses,6,POINT (-115.04512000000001 48.88171)
Sherwood,North Dakota,3414,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicles,942,POINT (-101.55954000000001 48.99719)
Calais,Maine,115,US-Canada Border,01/01/2019 12:00:00 AM,Pedestrians,186,POINT (-67.27917 45.18889)
Sumas,Washington,3009,US-Canada Border,01/01/2019 12:00:00 AM,Rail Containers Full,123,POINT (-122.26361 49.00028)
Del Bonita,Montana,3322,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicles,1462,POINT (-112.32481 48.63274)
El Paso,Texas,2402,US-Mexico Border,01/01/2019 12:00:00 AM,Trains,123,POINT (-106.48639 31.758610000000004)
Metaline Falls,Washington,3025,US-Canada Border,01/01/2019 12:00:00 AM,Trucks,487,POINT (-117.36037000000002 48.85798)
Eagle Pass,Texas,2303,US-Mexico Border,01/01/2019 12:00:00 AM,Truck Containers Empty,2408,POINT (-100.49917 28.70889)
Blaine,Washington,3004,US-Canada Border,01/01/2019 12:00:00 AM,Rail Containers Empty,9553,POINT (-122.74583 48.99389)
Rio Grande City,Texas,2307,US-Mexico Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,71543,POINT (-98.82 26.37944)
Roma,Texas,2310,US-Mexico Border,01/01/2019 12:00:00 AM,Truck Containers Full,189,POINT (-99.01833 26.40361)
Houlton,Maine,106,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicles,11772,POINT (-67.84083 46.12611)
Buffalo-Niagara Falls,New York,901,US-Canada Border,01/01/2019 12:00:00 AM,Bus Passengers,14531,POINT (-79.05694 43.09444)
Richford,Vermont,203,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Empty,310,POINT (-72.67832000000001 44.98588)
Raymond,Montana,3301,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,2780,POINT (-104.575 48.99667)
Lynden,Washington,3023,US-Canada Border,01/01/2019 12:00:00 AM,Trucks,3386,POINT (-122.44316000000002 48.94802)
Otay Mesa,California,2506,US-Mexico Border,01/01/2019 12:00:00 AM,Pedestrians,284683,POINT (-117.05333 32.57333)
Calexico East,California,2507,US-Mexico Border,01/01/2019 12:00:00 AM,Buses,208,POINT (-115.48433000000001 32.67524)
Boundary,Washington,3015,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicles,1944,POINT (-117.89655000000002 48.54648)
Buffalo-Niagara Falls,New York,901,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,521160,POINT (-79.05694 43.09444)
Calais,Maine,115,US-Canada Border,01/01/2019 12:00:00 AM,Rail Containers Empty,53,POINT (-67.27917 45.18889)
Westhope,North Dakota,3419,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Empty,204,POINT (-101.02001 48.9094)
Sweetgrass,Montana,3310,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Full,10933,POINT (-111.95972 48.99611000000001)
Richford,Vermont,203,US-Canada Border,01/01/2019 12:00:00 AM,Trains,19,POINT (-72.67832000000001 44.98588)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Empty,1521,POINT (-73.10583 44.979440000000004)
Detroit,Michigan,3801,US-Canada Border,01/01/2019 12:00:00 AM,Rail Containers Full,6617,POINT (-83.10222 42.38306000000001)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,01/01/2019 12:00:00 AM,Bus Passengers,4291,POINT (-73.10583 44.979440000000004)
Roseau,Minnesota,3426,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicle Passengers,4914,POINT (-95.81074 48.77518)
Presidio,Texas,2403,US-Mexico Border,01/01/2019 12:00:00 AM,Trucks,823,POINT (-104.37167 29.56056)
Fort Fairfield,Maine,107,US-Canada Border,01/01/2019 12:00:00 AM,Truck Containers Full,39,POINT (-67.82965 46.76891)
Vanceboro,Maine,105,US-Canada Border,01/01/2019 12:00:00 AM,Train Passengers,54,POINT (-67.42955 45.55984)
Roseau,Minnesota,3426,US-Canada Border,01/01/2019 12:00:00 AM,Personal Vehicles,2705,POINT (-95.81074 48.77518)
El Paso,Texas,2402,US-Mexico Border,01/01/2019 12:00:00 AM,Pedestrians,582606,POINT (-106.48639 31.758610000000004)
Sumas,Washington,3009,US-Canada Border,01/01/2019 12:00:00 AM,Buses,92,POINT (-122.26361 49.00028)
Northgate,North Dakota,3406,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,1056,POINT (-102.39634 48.89848)
Frontier,Washington,3020,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,1651,POINT (-117.78134000000001 48.910160000000005)
Metaline Falls,Washington,3025,US-Canada Border,12/01/2018 12:00:00 AM,Buses,6,POINT (-117.36037000000002 48.85798)
Dalton Cache,Alaska,3106,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,853,POINT (-135.40995 59.10606000000001)
Del Rio,Texas,2302,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Empty,1388,POINT (-100.89639 29.3625)
Laurier,Washington,3016,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,43,POINT (-118.22302 48.99892)
Trout River,New York,715,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,421,POINT (-73.44253 44.990010000000005)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,67257,POINT (-79.05694 43.09444)
Dalton Cache,Alaska,3106,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,74,POINT (-135.40995 59.10606000000001)
Antler,North Dakota,3413,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,1134,POINT (-101.28194 48.97083)
Eastport,Idaho,3302,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,3951,POINT (-116.18027999999998 48.99944)
Lukeville,Arizona,2602,US-Mexico Border,12/01/2018 12:00:00 AM,Buses,60,POINT (-112.81500000000001 31.8825)
Opheim,Montana,3317,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,17,POINT (-106.40265 48.85574)
Eagle Pass,Texas,2303,US-Mexico Border,12/01/2018 12:00:00 AM,Pedestrians,2014,POINT (-100.49917 28.70889)
Walhalla,North Dakota,3407,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,171,POINT (-97.91778 48.92333)
Brownsville,Texas,2301,US-Mexico Border,12/01/2018 12:00:00 AM,Trains,67,POINT (-97.49722 25.90139)
Metaline Falls,Washington,3025,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,1733,POINT (-117.36037000000002 48.85798)
Danville,Washington,3012,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,3991,POINT (-118.50309000000001 48.99617)
Porthill,Idaho,3308,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,6,POINT (-116.49828 48.99282)
Trout River,New York,715,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,626,POINT (-73.44253 44.990010000000005)
Warroad,Minnesota,3423,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,170,POINT (-95.3261 48.89625)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,2794,POINT (-84.29889 46.47028)
San Ysidro,California,2504,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,1969155,POINT (-117.02666999999998 32.54306)
Fort Kent,Maine,110,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,963,POINT (-68.58458 47.26878)
Hidalgo,Texas,2305,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Full,33988,POINT (-98.26278 26.1)
Detroit,Michigan,3801,US-Canada Border,12/01/2018 12:00:00 AM,Buses,665,POINT (-83.10222 42.38306000000001)
Blaine,Washington,3004,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,323186,POINT (-122.74583 48.99389)
Porthill,Idaho,3308,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,304,POINT (-116.49828 48.99282)
Carbury,North Dakota,3421,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,2549,POINT (-100.68648 48.90957)
Danville,Washington,3012,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,44,POINT (-118.50309000000001 48.99617)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/01/2018 12:00:00 AM,Train Passengers,58,POINT (-84.29889 46.47028)
El Paso,Texas,2402,US-Mexico Border,12/01/2018 12:00:00 AM,Bus Passengers,18880,POINT (-106.48639 31.758610000000004)
Oroville,Washington,3019,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,12574,POINT (-119.43444 48.93917)
Blaine,Washington,3004,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Full,9233,POINT (-122.74583 48.99389)
Sherwood,North Dakota,3414,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,2669,POINT (-101.55954000000001 48.99719)
St. John,North Dakota,3405,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,88,POINT (-99.71915 48.94208)
San Luis,Arizona,2608,US-Mexico Border,12/01/2018 12:00:00 AM,Pedestrians,253557,POINT (-114.78139000000002 32.48694)
Scobey,Montana,3309,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,18,POINT (-105.44272 48.80707)
Jackman,Maine,104,US-Canada Border,12/01/2018 12:00:00 AM,Trains,18,POINT (-70.255 45.62389)
Northgate,North Dakota,3406,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,253,POINT (-102.39634 48.89848)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,46833,POINT (-93.41083 48.60111)
Hidalgo,Texas,2305,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicles,409983,POINT (-98.26278 26.1)
Jackman,Maine,104,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,889,POINT (-70.255 45.62389)
Santa Teresa,New Mexico,2408,US-Mexico Border,12/01/2018 12:00:00 AM,Buses,23,POINT (-106.67903 31.850000000000005)
Otay Mesa,California,2506,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Empty,20449,POINT (-117.05333 32.57333)
Eastport,Maine,103,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,62,POINT (-66.99387 44.90357)
Van Buren,Maine,108,US-Canada Border,12/01/2018 12:00:00 AM,Train Passengers,68,POINT (-67.94271 47.16207)
Baudette,Minnesota,3424,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,429,POINT (-94.72512 48.70731)
Roseau,Minnesota,3426,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,4721,POINT (-95.81074 48.77518)
Tornillo-Fabens,Texas,2404,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicles,39393,POINT (-106.15806 31.502219999999998)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Full,1355,POINT (-84.29889 46.47028)
International Falls-Ranier,Minnesota,3604,US-Canada Border,12/01/2018 12:00:00 AM,Pedestrians,472,POINT (-93.41083 48.60111)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,912,POINT (-84.29889 46.47028)
Hansboro,North Dakota,3415,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,407,POINT (-99.38250000000001 48.95)
Morgan,Montana,3319,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,1008,POINT (-107.85719 48.78541)
Eastport,Maine,103,US-Canada Border,12/01/2018 12:00:00 AM,Buses,1,POINT (-66.99387 44.90357)
Sarles,North Dakota,3409,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,85,POINT (-98.99457 48.941050000000004)
Raymond,Montana,3301,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,205,POINT (-104.575 48.99667)
Eagle Pass,Texas,2303,US-Mexico Border,12/01/2018 12:00:00 AM,Truck Containers Full,10642,POINT (-100.49917 28.70889)
Grand Portage,Minnesota,3613,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,759,POINT (-89.68472000000001 47.96389)
Ambrose,North Dakota,3410,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,114,POINT (-103.48222 48.95389)
Pembina,North Dakota,3401,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,13234,POINT (-97.24333 48.96639)
Vanceboro,Maine,105,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Empty,931,POINT (-67.42955 45.55984)
St. John,North Dakota,3405,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,88,POINT (-99.71915 48.94208)
Naco,Arizona,2603,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicles,30127,POINT (-109.9475 31.335280000000004)
Rio Grande City,Texas,2307,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,85839,POINT (-98.82 26.37944)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/01/2018 12:00:00 AM,Trains,177,POINT (-79.05694 43.09444)
Sumas,Washington,3009,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,10154,POINT (-122.26361 49.00028)
El Paso,Texas,2402,US-Mexico Border,12/01/2018 12:00:00 AM,Pedestrians,711213,POINT (-106.48639 31.758610000000004)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,1894,POINT (-84.29889 46.47028)
Neche,North Dakota,3404,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,2975,POINT (-97.55444 48.98611)
Eastport,Idaho,3302,US-Canada Border,12/01/2018 12:00:00 AM,Buses,2,POINT (-116.18027999999998 48.99944)
Sarles,North Dakota,3409,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,546,POINT (-98.99457 48.941050000000004)
Eastport,Idaho,3302,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Empty,755,POINT (-116.18027999999998 48.99944)
Blaine,Washington,3004,US-Canada Border,12/01/2018 12:00:00 AM,Truck Containers Full,19686,POINT (-122.74583 48.99389)
Derby Line,Vermont,209,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,1636,POINT (-72.09944 45.005)
Lancaster,Minnesota,3430,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,302,POINT (-96.82024 48.84911000000001)
Buffalo-Niagara Falls,New York,901,US-Canada Border,12/01/2018 12:00:00 AM,Rail Containers Full,7209,POINT (-79.05694 43.09444)
Tecate,California,2505,US-Mexico Border,12/01/2018 12:00:00 AM,Personal Vehicle Passengers,179314,POINT (-116.62667 32.57722)
Eastport,Maine,103,US-Canada Border,12/01/2018 12:00:00 AM,Personal Vehicles,9023,POINT (-66.99387 44.90357)
Del Bonita,Montana,3322,US-Canada Border,12/01/2018 12:00:00 AM,Trucks,21,POINT (-112.32481 48.63274)
Fortuna,North Dakota,3417,US-Canada Border,12/01/2018 12:00:00 AM,Bus Passengers,46,POINT (-103.77906 48.91086)
